VideoID,Title,UploadDate,Description,Duration,Views,Likes,Dislikes,Comments,URL
OffgqPzDi7Q,Vanoss vs Speedy! Who is better? Updated.,2014-08-20 01:57:30+00:00,"Let me know what you think down below and who you think is better.
► Subscribe? - http://bit.ly/1sBQXmi
► Follow? - http://bit.ly/1ljKsl1

I read every comment, and love any type of feedback you leave on my videos.

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝",PT3M45S,58451,1602,0,355,https://www.youtube.com/watch?v=OffgqPzDi7Q
B_7uD3B62MM,Welcome To My Channel!,2014-08-18 00:01:52+00:00,"Just so you know, I made this really late one night and I was extremely bored xD

► Subscribe? - http://bit.ly/1sBQXmi
► Follow? - http://bit.ly/1ljKsl1

I read every comment, and love any type of feedback you leave on my videos.

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝",PT28S,84434,2002,0,181,https://www.youtube.com/watch?v=B_7uD3B62MM
bA20RJcegOI,1500,2014-08-08 18:58:18+00:00,"I am trying to get back into youtube and just want to know if you guys would watch minecraft. I don't want to upload it if its only going to get disliked.
► Subscribe? - http://bit.ly/1sBQXmi
► Follow? - http://bit.ly/1ljKsl1

I read every comment, and love any type of feedback you leave on my videos.

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝",PT2M23S,316816,9092,0,1597,https://www.youtube.com/watch?v=bA20RJcegOI
NbHwVDt9Rjk,How Much Money Does Yogscast Make????? 2016,2014-07-13 18:37:22+00:00,"Yogscast actually gets a ton of views (more than I thought they did) I hope you enjoy and let me know what you think down below!
► Subscribe? - http://bit.ly/1sBQXmi
► Follow? - http://bit.ly/1ljKsl1

I read every comment, and love any type of feedback you leave on my videos.

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝",PT3M46S,59368,1124,0,169,https://www.youtube.com/watch?v=NbHwVDt9Rjk
VzsE09KjpKA,How Much Does WhiteBoy7thSt Make????? 2016,2014-07-11 21:52:50+00:00,"The title says it all, I talk about how much whiteboy makes off of youtube. I hope you enjoy and let me know what you think!
► Subscribe? - http://bit.ly/1sBQXmi
► Follow? - http://bit.ly/1ljKsl1

I read every comment, and love any type of feedback you leave on my videos.

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝",PT3M27S,321505,2891,0,218,https://www.youtube.com/watch?v=VzsE09KjpKA
HduubRTdko4,"How Much Does ""Epic Rap Battles"" Make?????",2014-07-10 23:05:51+00:00,"I really enjoy ERB, so I decided to make a video about them. If you enjoy be sure to let me know what you think down below!
► Subscribe? - http://bit.ly/1sBQXmi
► Follow? - http://bit.ly/1ljKsl1

I read every comment, and love any type of feedback you leave on my videos. If you ever want to talk add me on my Youtube skype - jimmy5ty. 

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝",PT3M20S,58423,1554,0,228,https://www.youtube.com/watch?v=HduubRTdko4
qFOGv5zuTdw,How Much Money Does FaZe Make?????,2014-07-09 21:15:15+00:00,"In this video I talk about FaZe and how much money they make. Hopefully you enjoy and let me know what you thing down below.
► Subscribe? - http://bit.ly/1sBQXmi
► Follow? - http://bit.ly/1ljKsl1

I read every comment, and love any type of feedback you leave on my videos. If you ever want to talk add me on my Youtube skype - jimmy5ty. 

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝",PT3M18S,58418,1684,0,293,https://www.youtube.com/watch?v=qFOGv5zuTdw
u6t4jrhs56Q,"Top Youtube ""ShoutOuts""",2014-07-09 00:07:05+00:00,"This video is a little different but I think it is still very entertaining. Let me know what you think in the comments!
► Subscribe? - http://bit.ly/1sBQXmi
► Follow? - http://bit.ly/1ljKsl1

I read every comment, and love any type of feedback you leave on my videos. If you ever want to talk add me on my Youtube skype - jimmy5ty. 

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

Top youtube shout outs",PT6M5S,58368,1953,0,351,https://www.youtube.com/watch?v=u6t4jrhs56Q
460GXJiGCEs,Youtube Dream,2014-07-08 00:17:34+00:00,"This video is a little random and covers a range of topics but none the less I hope you enjoy!
► Subscribe? - http://bit.ly/1sBQXmi
► Follow? - http://bit.ly/1ljKsl1

I read every comment, and love any type of feedback you leave on my videos. If you ever want to talk add me on my Youtube skype - jimmy5ty. 

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝",PT4M31S,79020,2322,0,597,https://www.youtube.com/watch?v=460GXJiGCEs
ZiuoOcj2eLY,In Dis Video I Play Minecraft. (Factions),2014-07-05 15:57:13+00:00,"I show you guys around my base and just let you see all the things I have built on woodycraft. I hope you enjoy and let me know what you think.
► Subscribe? - http://bit.ly/1sBQXmi
► Follow? - http://bit.ly/1ljKsl1

I read every comment, and love any type of feedback you leave on my videos. If you ever want to talk add me on my Youtube skype - jimmy5ty. 

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

Woodycraft factions
factions on woodycraft I play.",PT8M49S,60841,1733,0,201,https://www.youtube.com/watch?v=ZiuoOcj2eLY
LYK6SPMtJ_Y,Youtube Grind,2014-06-28 21:06:46+00:00,"In this video I talk about how youtube can sometimes become a grind and I also explain why i have not been uplaoding.
► Subscribe? - http://bit.ly/1sBQXmi
► Follow? - http://bit.ly/1ljKsl1

I read every comment, and love any type of feedback you leave on my videos. If you ever want to talk add me on my Youtube skype - jimmy5ty. 

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝",PT3M20S,119170,2941,0,221,https://www.youtube.com/watch?v=LYK6SPMtJ_Y
2ljWxaMvE_0,Hacker in Ghost???? I Couldn't Kill Him.,2014-06-22 00:27:19+00:00,"I decided to give ghost one last chance and it did not even take more than a minute to realize why I quit playing it :)
► Subscribe? - http://bit.ly/1sBQXmi
► Follow? - http://bit.ly/1ljKsl1

I read every comment, and love any type of feedback you leave on my videos. If you ever want to talk add me on my Youtube skype - jimmy5ty. 

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝",PT36S,58383,1724,0,398,https://www.youtube.com/watch?v=2ljWxaMvE_0
rSuuQ_s8gOw,How Much Money Does Tmartn Make?????,2014-06-21 18:43:51+00:00,"In this video I talk about how much tmartn makes off of youtube. Hope you enjoy and check out my other ones if you did.
► Subscribe? - http://bit.ly/1sBQXmi
► Follow? - http://bit.ly/1ljKsl1

I read every comment, and love any type of feedback you leave on my videos.


In this video I talked about how much tmartn makes 
tmartn makes alot. I talk about tmartn.

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝",PT2M37S,58372,1755,0,356,https://www.youtube.com/watch?v=rSuuQ_s8gOw
vKKhX-Uyggw,How Much Money Does FaZe Rain Make?????,2014-06-18 14:00:09+00:00,"This is something I get asked alot so here you go I talk about how much he makes. I used real numbers and tried to be accurate.

High School Vid - https://www.youtube.com/watch?v=dKq7PO69mNE&list=TLhEj7YVV5IP4VmgVRijWu946eYtaAzGUT
► Subscribe? - http://bit.ly/1sBQXmi
► Follow? - http://bit.ly/1ljKsl1

I read every comment, and love any type of feedback you leave on my videos. If you ever want to talk add me on my Youtube skype - jimmy5ty. 

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║",PT3M35S,71701,1462,0,170,https://www.youtube.com/watch?v=vKKhX-Uyggw
EAwXH82m-6A,G2g Brb,2014-06-16 14:00:07+00:00,"So I pretty much explain it in the video I am going to a basketball camp for the next week and will not be able to upload every day like I have been doing.
► Subscribe? - http://bit.ly/1sBQXmi
► Follow? - http://bit.ly/1ljKsl1

I read every comment, and love any type of feedback you leave on my videos. If you ever want to talk add me on my Youtube skype - jimmy5ty. 

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝",PT3M,58363,1816,0,425,https://www.youtube.com/watch?v=EAwXH82m-6A
U_07AG_CR5A,Crazy Nub Tub Reactions! Bo2 Fun!,2014-06-13 22:44:22+00:00,"These montages are a ton of fun to make, I hope you enjoy and be sure to like if you did!
► Subscribe? - http://bit.ly/1sBQXmi
► Follow? - http://bit.ly/1ljKsl1

I read every comment, and love any type of feedback you leave on my videos. If you ever want to talk add me on my Youtube skype - jimmy5ty. 

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝",PT3M40S,58405,1768,0,379,https://www.youtube.com/watch?v=U_07AG_CR5A
Xe0AGtF5aNU,Fun In COD. - Insane Reactions Lol,2014-06-10 19:01:43+00:00,"This is my playing COD with my friends and just derping and goofing. I hope you enjoy and let me know what you think!
► Subscribe? - http://bit.ly/1sBQXmi
► Follow? - http://bit.ly/1ljKsl1

I read every comment, and love any type of feedback you leave on my videos. If you ever want to talk add me on my Youtube skype - jimmy5ty. 

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝",PT3M49S,58408,1830,0,416,https://www.youtube.com/watch?v=Xe0AGtF5aNU
NCv0drAPm_M,Minecraft Build-off Fun!!!!!,2014-06-09 12:00:07+00:00,"We have a build off competition in minecraft. Leave a comment on who you thought won each build!
► Subscribe? - http://bit.ly/1sBQXmi
► Follow? - http://bit.ly/1ljKsl1

I read every comment, and love any type of feedback you leave on my videos. If you ever want to talk add me on my Youtube skype - jimmy5ty. 

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝",PT3M33S,76351,2040,0,212,https://www.youtube.com/watch?v=NCv0drAPm_M
HuLAAXZXIy0,This Kid Should Quit COD....,2014-06-02 21:37:07+00:00,"The video says it all.
► Subscribe? - http://bit.ly/1sBQXmi
► Follow? - http://bit.ly/1ljKsl1

I read every comment, and love any type of feedback you leave on my videos. If you ever want to talk add me on my Youtube skype - jimmy5ty. 

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝",PT1M17S,82718,1675,0,208,https://www.youtube.com/watch?v=HuLAAXZXIy0
pV7UcYW1OwA,Computer vs Console My Perspective.,2014-06-02 18:08:34+00:00,"I talk about pc's and consoles in this video. I used to be a full all out console person but now with my new pc things have changed.

► Subscribe? - http://bit.ly/1sBQXmi
► Follow? - http://bit.ly/1ljKsl1

I read every comment, and love any type of feedback you leave on my videos. If you ever want to talk add me on my Youtube skype - jimmy5ty. 

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝",PT3M26S,110436,2384,0,340,https://www.youtube.com/watch?v=pV7UcYW1OwA
x4IXCimma-s,5 Youtubers I Think Will Be Famous...,2014-05-31 21:06:55+00:00,"I this video I talk about 5 channels that I think will get a ton of subs over the next year and more than likely make it big.

1.https://www.youtube.com/channel/UCUWrS0Nuy0X0NXYiH4jXQmg
2.https://www.youtube.com/channel/UCV5rcu0zw_3gLEex_f1D_fg
3.https://www.youtube.com/user/EddyTheChump
4.https://www.youtube.com/user/xFREEEDO
5.https://www.youtube.com/user/MysticalPrime


► Subscribe? - http://bit.ly/1sBQXmi
► Follow? - http://bit.ly/1ljKsl1

I read every comment, and love any type of feedback ",PT4M24S,236764,5817,0,887,https://www.youtube.com/watch?v=x4IXCimma-s
anZbhN0Wh_4,How Much Does PewDiePie Make????? 2016,2014-05-24 19:33:12+00:00,"Yes I have made 2 videos like this in the past but this is the last one I will make. Pewdiepie is the number one youtuber and alot of people want to know what he earns.... Enjoy!
 2016
► Subscribe? - http://bit.ly/1sBQXmi
► Follow? - http://bit.ly/1ljKsl1

I read every comment, and love any type of feedback you leave on my videos. If you ever want to talk add me on my Youtube skype - jimmy5ty. 

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝",PT3M26S,422003,5926,0,430,https://www.youtube.com/watch?v=anZbhN0Wh_4
3Q3pQmzWyZM,I Got Really Really Really Bored....,2014-05-24 16:37:13+00:00,"I started editting a little (if thats what this is called). I have no idea how it got to this so here ya go lol. I hope you enjoy and this is a joke :)

► Subscribe? - http://bit.ly/1sBQXmi
► Follow? - http://bit.ly/1ljKsl1

I read every comment, and love any type of feedback you leave on my videos. If you ever want to talk add me on my Youtube skype - jimmy5ty. 

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝",PT52S,59177,1762,0,353,https://www.youtube.com/watch?v=3Q3pQmzWyZM
BqS4iVHa-LU,How Much Money Does Penguinz0 Make????? 2016,2014-05-16 23:53:55+00:00,"In this video I talk about how much Penguinz0 makes off of youtube. He is almost at 1 Million subs and if you have not heard of him you need to go watch him!

► Subscribe? - http://bit.ly/1sBQXmi
► Follow? - http://bit.ly/1ljKsl1

I read every comment, and love any type of feedback you leave on my videos. If you ever want to talk add me on my Youtube skype - jimmy5ty. 

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝

2016",PT2M55S,97883,3205,0,368,https://www.youtube.com/watch?v=BqS4iVHa-LU
zX04jQFKCpo,How Much Money Does CaptainSparkles Make????? 2016,2014-05-15 20:36:54+00:00,"In this video I talk about how much the minecraft god captian sparkles makes off of youtube. Its pretty crazy and I hope you enjoy.
► Subscribe? - http://bit.ly/1sBQXmi
► Follow? - http://bit.ly/1ljKsl1

I read every comment, and love any type of feedback you leave on my videos. If you ever want to talk add me on my Youtube skype - jimmy5ty. 
2016
╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝",PT3M3S,773696,7420,0,568,https://www.youtube.com/watch?v=zX04jQFKCpo
G7Y9ban7b0U,How Much Money Does Tobuscus Make?????,2014-05-14 23:06:58+00:00,"I decided after reading all the comment's and messages that I would bring this back. So to kick it off I talk about Tobuscus and how much he makes!
► Subscribe? - http://bit.ly/1sBQXmi
► Follow? - http://bit.ly/1ljKsl1

I read every comment, and love any type of feedback you leave on my videos. If you ever want to talk add me on my Youtube skype - jimmy5ty. 

╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗
║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ 
╠╗║╚╝║║╠╗║╚╣║║║║║═╣
╚═╩══╩═╩═╩═╩╝╚╩═╩═╝",PT2M22S,73241,1494,0,228,https://www.youtube.com/watch?v=G7Y9ban7b0U
EMVvA5Cr0fY,COD IS NOT DEAD,2014-05-08 02:19:42+00:00,"This is a parody me and my friend chris wrote of ""Best Day of My Life.""  It turned out really well and I hope you guys enjoy this video about cod and maybe it will make you play it again :)

CHRIS:  https://www.youtube.com/user/tysonboy34

► Subscribe? - http://bit.ly/1sBQXmi
► Follow? - http://bit.ly/1ljKsl1

I read every comment, and love any type of feedback you leave on my videos. If you ever want to talk add me on my Youtube skype - jimmy5ty. 



SUBSCRIBE",PT3M22S,79966,2288,0,306,https://www.youtube.com/watch?v=EMVvA5Cr0fY
e14MroQ5k_s,Storm,2014-04-30 20:31:15+00:00,"I got out of school early and apparently there are tornado's around, so I made a vlog because I was really bored.

= Enjoy the video? Click here! http://www.youtube.com/subscription_center?add_user=mrbeast6000
= Don't forget to rate either! 
= Also feel free to comment how I should improve!",PT3M1S,261829,7704,0,871,https://www.youtube.com/watch?v=e14MroQ5k_s
CuzdxsOXEZ8,Hearthstone - All Beards Challenge!,2014-04-24 01:56:43+00:00,"In this video I play a couple duels only using cards with Beards. Hope you enjoy!


= Enjoy the video? Click here! http://www.youtube.com/subscription_center?add_user=mrbeast6000
= Don't forget to rate either! 
= Also feel free to comment how I should improve!",PT23M53S,80915,1717,0,253,https://www.youtube.com/watch?v=CuzdxsOXEZ8
67Wj-0OyKOM,Youtube ad.,2014-04-20 20:26:16+00:00,"So youtube has this program called ""Fan Finder"". Which allows a person with over 1,000 subs to run a youtube ad campaign for no cost. So here it is this is my ad that will be running across random videos all over youtube. Let me know if by some really small chance you actually end up watching my ad! 

FYI - I have used these clips before but I just wanted to have some of my better stuff in the ad :)

I tried to be short and to the point in the video because lets be honest no one likes watching l",PT38S,540984,10202,0,429,https://www.youtube.com/watch?v=67Wj-0OyKOM
LWstCINhd8g,Impossible,2014-04-20 01:45:45+00:00,"Today I play the impossible game. Much rage and much frustration is involved.

= Enjoy the video? Click here! http://www.youtube.com/subscription_center?add_user=mrbeast6000
= Don't forget to rate either! 
= Also feel free to comment how I should improve!",PT3M53S,87161,2713,0,346,https://www.youtube.com/watch?v=LWstCINhd8g
dg6iqLCPizs,Motivation,2014-04-17 01:22:40+00:00,"I pretty much say it all in the video. Hope it helps.

= Enjoy the video? Click here! http://www.youtube.com/subscription_center?add_user=mrbeast6000
= Don't forget to rate either! 
= Also feel free to comment how I should improve!",PT2M54S,95674,3254,0,280,https://www.youtube.com/watch?v=dg6iqLCPizs
cRPldarzw-M,1k Subs,2014-04-13 23:53:33+00:00,"Hey thanks for subscribing to me. I will upload daily soon. The first part of April is always busy for me because I am playing for two baseball teams atm. Hope you enjoy!


= Enjoy the video? Click here! http://www.youtube.com/subscription_center?add_user=mrbeast6000
= Don't forget to rate either! 
= Also feel free to comment how I should improve!",PT3M15S,17541046,1278443,0,89273,https://www.youtube.com/watch?v=cRPldarzw-M
-rdYtmUejSE,Yup I is the best at the game.,2014-04-05 13:00:05+00:00,"Hope you enjoy this funny montage. leave a like if you did. I thought it turned out pretty good.

= Enjoy the video? Click here! http://www.youtube.com/subscription_center?add_user=mrbeast6000
= Don't forget to rate either! 
= Also feel free to comment how I should improve!",PT6M57S,290844,5389,0,547,https://www.youtube.com/watch?v=-rdYtmUejSE
tusuuI7MEJU,Should I join FaZe?????,2014-04-04 19:44:52+00:00,"**Sorry for how short it is** I will be doing funny montages like this for a little while.  Hope you like it!

= Enjoy the video? Click here! http://www.youtube.com/subscription_center?add_user=mrbeast6000
= Don't forget to rate either! 
= Also feel free to comment how I should improve!

Should I join faze
should I???",PT3M30S,908323,18144,0,1741,https://www.youtube.com/watch?v=tusuuI7MEJU
XDe5f8BEvwY,"Youtube Networks Requirerments. (Machinima, TGN, 8byte....)",2014-04-01 16:37:55+00:00,"In this video I talk about what it takes to join these networks. It was not easy finding the requirements.

= Enjoy the video? Click here! http://www.youtube.com/subscription_center?add_user=mrbeast6000
= Don't forget to rate either! 
= Also feel free to comment how I should improve!",PT4M46S,92506,1388,0,190,https://www.youtube.com/watch?v=XDe5f8BEvwY
BtCGABBPH9s,Two Years of Youtube.,2014-03-31 16:31:32+00:00,"In dis video I talk about a couple of things I have learned and they may seem like common sense but some many people don't do these things. 

= Enjoy the video? Click here! http://www.youtube.com/subscription_center?add_user=mrbeast6000
= Don't forget to rate either! 
= Also feel free to comment how I should improve!",PT4M31S,464956,9892,0,1011,https://www.youtube.com/watch?v=BtCGABBPH9s
KJ_C_NSl0P8,"How Much Money Does ""Element Animation"" Make?????",2014-03-30 23:40:18+00:00,"In dis video I talk about how much money they make.... Enjoy!


= Enjoy the video? Click here! http://www.youtube.com/subscription_center?add_user=mrbeast6000
= Don't forget to rate either! 
= Also feel free to comment how I should improve!",PT3M29S,190421,3556,0,353,https://www.youtube.com/watch?v=KJ_C_NSl0P8
LI8nWXeYtOs,"How Much Money Does ""Skydoesminecraft"" Make????",2014-03-30 01:52:06+00:00,"In this video I talk about how much money sky makes from his ""army."" I hope you enjoy and let me know what you think!

= Enjoy the video? Click here! http://www.youtube.com/subscription_center?add_user=mrbeast6000
= Don't forget to rate either! 
= Also feel free to comment how I should improve!

how much money does skydoesminecraft make is a question we all have!
how much money does skydoesminecarft amke is answere here!",PT2M47S,78732,1657,0,381,https://www.youtube.com/watch?v=LI8nWXeYtOs
LMe7k8I082w,Should College Athletes Be Paid?????,2014-03-29 00:18:35+00:00,"In this video I voice my opinion on whether or not college athletes should be paid. Let me know what you think!

= Enjoy the video? Click here! http://www.youtube.com/subscription_center?add_user=mrbeast6000
= Don't forget to rate either! 
= Also feel free to comment how I should improve!

should college athletes be paid?",PT4M36S,90127,1968,0,299,https://www.youtube.com/watch?v=LMe7k8I082w
h77pHTSPSiw,"""Beast"" Channel Trailer",2014-03-28 21:01:57+00:00,"Dis is me channel Trailer.

Want to sub? Click it!  http://www.youtube.com/subscription_center?add_user=mrbeast6000",PT2M1S,70663,1875,0,235,https://www.youtube.com/watch?v=h77pHTSPSiw
JUiijjJOInw,What It Takes To Be A Full Time Youtuber...,2014-03-27 19:00:05+00:00,"In this video I talk about what it takes to do youtube as a job. I think its a very interesting topic and hope you like the video.


= Enjoy the video? Click here! http://www.youtube.com/subscription_center?add_user=mrbeast6000
= Don't forget to rate either! 
= Also feel free to comment how I should improve!",PT4M41S,61488,1912,0,461,https://www.youtube.com/watch?v=JUiijjJOInw
gpbY6zCEBv4,How Video Games Boosted My SAT Score. Lol,2014-03-26 23:59:45+00:00,"Yup kids play minecraft a lot because it will help you get into a better college and make a million more dollars in your life.


= Enjoy the video? Click here! http://www.youtube.com/subscription_center?add_user=mrbeast6000
= Don't forget to rate either! 
= Also feel free to comment how I should improve!",PT2M57S,63799,1765,0,232,https://www.youtube.com/watch?v=gpbY6zCEBv4
Kgu2ApayYvI,How Much Money Do I Make?????,2014-03-16 01:24:25+00:00,"Thought I would mix it up and instead of talking about a different youtuber, I talk about my self :)


= Enjoy the video? Click here! http://www.youtube.com/subscription_center?add_user=mrbeast6000


How much money do I make off of youtube?",PT4M10S,157468,4942,0,667,https://www.youtube.com/watch?v=Kgu2ApayYvI
S9PIukDRcvk,Update,2014-03-13 00:19:29+00:00,"I pretty much say everything in the video.


= Enjoy the video? Click here! http://www.youtube.com/subscription_center?add_user=mrbeast6000
= Don't forget to rate either! 
= Also feel free to comment how I should improve!

update video",PT4M21S,71750,1973,0,350,https://www.youtube.com/watch?v=S9PIukDRcvk
lrw3zkGS9Vc,Subscribers.,2014-03-08 03:52:13+00:00,"In the video I pretty much explain everything.

subscirebrs in a year?",PT3M,115085,3251,0,1117,https://www.youtube.com/watch?v=lrw3zkGS9Vc
IQYW_lVBYGo,How Much Money Does KyR's Speedy's Crew Make?????,2014-03-02 18:14:47+00:00,"In this video I talk about how much kyr speedy and all his friends make hope you enjoy!


= Enjoy the video? Click here! http://www.youtube.com/subscription_center?add_user=mrbeast6000
= Don't forget to rate either! 
= Also feel free to comment how I should improve!",PT2M54S,102122,2031,0,311,https://www.youtube.com/watch?v=IQYW_lVBYGo
iOjxpow6jow,How Many Youtubers Are Millionaries?????,2014-02-26 23:52:57+00:00,"In this video I talk about how many youtubers have made over a million dollars off of youtube. I hope you enjoy!

= Enjoy the video? Click here! http://www.youtube.com/subscription_center?add_user=mrbeast6000
= Don't forget to rate either! 
= Also feel free to comment how I should improve!


How many youtubers are millionares?",PT4M4S,502611,8922,0,1798,https://www.youtube.com/watch?v=iOjxpow6jow
GdD2pqAdjXY,"Flappy Bird - Builders Showdown, Which is Better?",2014-02-23 22:29:21+00:00,"My friends were bored and wanted to see who could make the better flappy bird. So comment down below which one you think is better, Left or Right.


= Enjoy the video? Click here! http://www.youtube.com/subscription_center?add_user=mrbeast6000
= Don't forget to rate either! 
= Also feel free to comment how I should improve!",PT1M25S,120534,3274,0,428,https://www.youtube.com/watch?v=GdD2pqAdjXY
nmHCmLVLxcU,New COD Zombies In 2014?????,2014-02-23 21:40:04+00:00,"►


I pretty much tell you everything I have been thinking about in the video. What do you think should bo2 make a new DLC? Would you buy it?


= Enjoy the video? Click here! http://www.youtube.com/subscription_center?add_user=mrbeast6000
= Don't forget to rate either! 
= Also feel free to comment how I should improve!",PT2M31S,84935,2221,0,355,https://www.youtube.com/watch?v=nmHCmLVLxcU
